Ekonomiskt bistånd, Utbetalt ekonomiskt bistånd inklusive introduktionsersättning, tusental kronor
Region;Inrikes­ eller utrikesfödda hushåll;Hushållstyp;2021;2022;2023;2024
Hammarö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Hammarö;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;181;340;239;185
Hammarö;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;1019;879;424;387
Hammarö;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hammarö;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Hammarö;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Hammarö;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Hammarö;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Hammarö;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Hammarö;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Munkfors;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Munkfors;Inrikes födda;Ensamstående man utan barn;1392;1755;1423;1136
Munkfors;Inrikes födda;Ensamstående man med barn;312;147;185;221
Munkfors;Inrikes födda;Ensamstående kvinna utan barn;251;309;194;386
Munkfors;Inrikes födda;Ensamstående kvinna med barn;176;236;205;126
Munkfors;Inrikes födda;Sammanboende par utan barn;82;57;153;36
Munkfors;Inrikes födda;Sammanboende par med barn;3;83;­­;46
Munkfors;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Munkfors;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;240;417;337;147
Munkfors;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;189;16;­­;­­
Munkfors;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;128;76;20;8
Munkfors;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;77;131;73;37
Munkfors;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;5;­­;­­;13
Munkfors;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;1;­­;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;123;46;­­;­­
Munkfors;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;42;52;­­;­­
Munkfors;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;13;­­;­­;­­
Munkfors;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Munkfors;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Munkfors;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Munkfors;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Munkfors;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Munkfors;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Forshaga;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Forshaga;Inrikes födda;Ensamstående man utan barn;3952;3681;3791;­­
Forshaga;Inrikes födda;Ensamstående man med barn;1135;952;1176;­­
Forshaga;Inrikes födda;Ensamstående kvinna utan barn;1893;2121;2079;­­
Forshaga;Inrikes födda;Ensamstående kvinna med barn;1217;1529;1665;­­
Forshaga;Inrikes födda;Sammanboende par utan barn;386;193;18;­­
Forshaga;Inrikes födda;Sammanboende par med barn;414;261;245;­­
Forshaga;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Forshaga;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1909;1391;1318;­­
Forshaga;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;32;292;299;­­
Forshaga;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1383;1176;1452;­­
Forshaga;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;668;850;983;­­
Forshaga;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Forshaga;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;2;94;168;­­
Forshaga;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Forshaga;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Forshaga;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Forshaga;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Forshaga;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Forshaga;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;47;222;10;­­
Forshaga;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;1966;1816;2152;­­
Forshaga;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Forshaga;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Forshaga;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Forshaga;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Forshaga;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Forshaga;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Forshaga;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Grums;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Grums;Inrikes födda;Ensamstående man utan barn;4180;4113;3945;4007
Grums;Inrikes födda;Ensamstående man med barn;135;37;­­;94
Grums;Inrikes födda;Ensamstående kvinna utan barn;1970;1687;1841;1985
Grums;Inrikes födda;Ensamstående kvinna med barn;1248;925;454;636
Grums;Inrikes födda;Sammanboende par utan barn;76;177;87;102
Grums;Inrikes födda;Sammanboende par med barn;158;143;84;­­
Grums;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Grums;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1244;982;863;1239
Grums;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;11;10;­­;­­
Grums;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;437;552;505;575
Grums;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;651;483;617;554
Grums;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;36;49
Grums;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;35;22;­­;­­
Grums;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Grums;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Grums;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Grums;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Grums;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Grums;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;6;­­;­­;132
Grums;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;343;516;264;693
Grums;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Grums;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Grums;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Grums;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Grums;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Grums;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Grums;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Årjäng;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Årjäng;Inrikes födda;Ensamstående man utan barn;2565;2330;2020;2193
Årjäng;Inrikes födda;Ensamstående man med barn;140;105;199;247
Årjäng;Inrikes födda;Ensamstående kvinna utan barn;870;665;630;979
Årjäng;Inrikes födda;Ensamstående kvinna med barn;495;687;606;396
Årjäng;Inrikes födda;Sammanboende par utan barn;143;­­;­­;17
Årjäng;Inrikes födda;Sammanboende par med barn;184;45;7;131
Årjäng;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Årjäng;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1455;1026;1204;1323
Årjäng;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;156;153;89;42
Årjäng;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;474;529;603;656
Årjäng;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1398;1257;1169;1257
Årjäng;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;25;­­;31;­­
Årjäng;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;71;­­;­­;­­
Årjäng;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Årjäng;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Årjäng;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Årjäng;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Årjäng;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Årjäng;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;205;79;107;462
Årjäng;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2179;1976;1137;772
Årjäng;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Årjäng;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Årjäng;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Årjäng;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Årjäng;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Årjäng;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Årjäng;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Sunne;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sunne;Inrikes födda;Ensamstående man utan barn;3517;3380;3897;4267
Sunne;Inrikes födda;Ensamstående man med barn;88;193;131;25
Sunne;Inrikes födda;Ensamstående kvinna utan barn;1452;1462;1660;1561
Sunne;Inrikes födda;Ensamstående kvinna med barn;707;868;392;285
Sunne;Inrikes födda;Sammanboende par utan barn;184;186;49;68
Sunne;Inrikes födda;Sammanboende par med barn;23;33;79;78
Sunne;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sunne;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1223;715;725;881
Sunne;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;26;78;90;­­
Sunne;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;551;538;606;700
Sunne;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;772;745;1021;795
Sunne;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;3;­­;­­
Sunne;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;1;­­;­­;­­
Sunne;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sunne;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Sunne;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Sunne;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Sunne;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Sunne;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;105;253;283;383
Sunne;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;1166;1194;1114;1050
Sunne;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sunne;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Sunne;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Sunne;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Sunne;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Sunne;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Sunne;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Karlstad;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Karlstad;Inrikes födda;Ensamstående man utan barn;33647;33558;34405;38570
Karlstad;Inrikes födda;Ensamstående man med barn;2233;2098;2054;1525
Karlstad;Inrikes födda;Ensamstående kvinna utan barn;18318;18149;20065;21165
Karlstad;Inrikes födda;Ensamstående kvinna med barn;6165;5692;6391;7989
Karlstad;Inrikes födda;Sammanboende par utan barn;1215;1410;1260;1207
Karlstad;Inrikes födda;Sammanboende par med barn;421;358;440;907
Karlstad;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Karlstad;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;14363;12135;11666;12499
Karlstad;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;2372;2141;2064;1894
Karlstad;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;12649;12638;13631;15131
Karlstad;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;10306;10373;10499;8975
Karlstad;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;408;323;212;238
Karlstad;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;78;330;115;147
Karlstad;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Karlstad;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Karlstad;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Karlstad;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Karlstad;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Karlstad;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;4454;4556;4763;5172
Karlstad;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;13348;14043;12714;11520
Karlstad;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;312;84;48;­­
Karlstad;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Karlstad;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Karlstad;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Karlstad;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Karlstad;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Karlstad;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Kristinehamn;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kristinehamn;Inrikes födda;Ensamstående man utan barn;11920;11035;11661;11916
Kristinehamn;Inrikes födda;Ensamstående man med barn;974;851;922;678
Kristinehamn;Inrikes födda;Ensamstående kvinna utan barn;7120;6866;6380;6243
Kristinehamn;Inrikes födda;Ensamstående kvinna med barn;1888;1619;1552;1290
Kristinehamn;Inrikes födda;Sammanboende par utan barn;289;479;809;1003
Kristinehamn;Inrikes födda;Sammanboende par med barn;865;405;586;826
Kristinehamn;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kristinehamn;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;6372;5579;4876;4090
Kristinehamn;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;602;709;1026;640
Kristinehamn;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;4030;4185;4720;4576
Kristinehamn;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2806;2535;2364;3155
Kristinehamn;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;202;82;38;207
Kristinehamn;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;92;15;158;48
Kristinehamn;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kristinehamn;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Kristinehamn;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Kristinehamn;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Kristinehamn;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Kristinehamn;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;2228;1720;1329;1394
Kristinehamn;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;4406;4480;3871;4372
Kristinehamn;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;9;58;­­;­­
Kristinehamn;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Kristinehamn;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Kristinehamn;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Kristinehamn;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Kristinehamn;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Kristinehamn;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Filipstad;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Filipstad;Inrikes födda;Ensamstående man utan barn;5779;5943;6032;5744
Filipstad;Inrikes födda;Ensamstående man med barn;248;180;115;177
