Ekonomiskt bistånd, Antal biståndsmottagare 18 år och äldre, Ålder: 18-65+
Karlskoga;Kvinnor;410;400;357;332
Karlskoga;Båda könen;842;758;685;655
Nora;Män;155;123;106;119
Nora;Kvinnor;119;100;95;103
Nora;Båda könen;274;223;201;222
Lindesberg;Män;353;272;238;210
Lindesberg;Kvinnor;315;261;220;203
Lindesberg;Båda könen;668;533;458;413
Västmanlands län;Män;3557;3054;2788;2713
Västmanlands län;Kvinnor;3687;3325;2955;2826
Västmanlands län;Båda könen;7244;6379;5743;5539
Skinnskatteberg;Män;60;57;61;52
Skinnskatteberg;Kvinnor;55;48;45;55
Skinnskatteberg;Båda könen;115;105;106;107
Surahammar;Män;100;85;80;79
Surahammar;Kvinnor;95;80;76;62
Surahammar;Båda könen;195;165;156;141
Kungsör;Män;129;117;105;119
Kungsör;Kvinnor;131;131;102;103
Kungsör;Båda könen;260;248;207;222
Hallstahammar;Män;139;121;112;113
Hallstahammar;Kvinnor;152;123;101;99
Hallstahammar;Båda könen;291;244;213;212
Norberg;Män;139;105;82;68
Norberg;Kvinnor;126;101;94;77
Norberg;Båda könen;265;206;176;145
Västerås;Män;2022;1706;1531;1480
Västerås;Kvinnor;2134;1925;1721;1665
Västerås;Båda könen;4156;3631;3252;3145
Sala;Män;201;190;185;172
Sala;Kvinnor;209;202;182;171
Sala;Båda könen;410;392;367;343
Fagersta;Män;241;240;219;221
Fagersta;Kvinnor;263;259;247;213
Fagersta;Båda könen;504;499;466;434
Köping;Män;361;303;307;295
Köping;Kvinnor;352;290;282;264
Köping;Båda könen;713;593;589;559
Arboga;Män;190;156;133;146
Arboga;Kvinnor;209;184;137;144
Arboga;Båda könen;399;340;270;290
Dalarnas län;Män;4218;3682;3253;3021
Dalarnas län;Kvinnor;3880;3483;3153;3040
Dalarnas län;Båda könen;8098;7165;6406;6061
Vansbro;Män;77;70;71;71
Vansbro;Kvinnor;63;53;60;45
Vansbro;Båda könen;140;123;131;116
Malung­Sälen;Män;111;88;80;79
Malung­Sälen;Kvinnor;83;80;75;72
Malung­Sälen;Båda könen;194;168;155;151
Gagnef;Män;86;69;67;62
Gagnef;Kvinnor;58;54;60;62
Gagnef;Båda könen;144;123;127;124
Leksand;Män;164;141;120;110
Leksand;Kvinnor;116;97;74;76
Leksand;Båda könen;280;238;194;186
Rättvik;Män;119;108;95;71
Rättvik;Kvinnor;102;99;84;69
Rättvik;Båda könen;221;207;179;140
Orsa;Män;102;91;82;83
Orsa;Kvinnor;79;77;65;66
Orsa;Båda könen;181;168;147;149
Älvdalen;Män;54;53;51;43
Älvdalen;Kvinnor;71;63;55;51
Älvdalen;Båda könen;125;116;106;94
Smedjebacken;Män;140;116;91;90
Smedjebacken;Kvinnor;94;84;84;87
Smedjebacken;Båda könen;234;200;175;177
Mora;Män;203;199;151;141
Mora;Kvinnor;162;166;127;144
Mora;Båda könen;365;365;278;285
Falun;Män;654;574;507;474
Falun;Kvinnor;624;543;496;506
Falun;Båda könen;1278;1117;1003;980
Borlänge;Män;1153;1007;950;920
Borlänge;Kvinnor;1150;1048;1001;982
Borlänge;Båda könen;2303;2055;1951;1902
Säter;Män;90;79;70;63
Säter;Kvinnor;81;85;72;58
Säter;Båda könen;171;164;142;121
Hedemora;Män;266;232;192;161
Hedemora;Kvinnor;231;215;175;148
Hedemora;Båda könen;497;447;367;309
Avesta;Män;406;340;281;270
Avesta;Kvinnor;441;355;322;316
Avesta;Båda könen;847;695;603;586
Ludvika;Män;633;562;485;420
Ludvika;Kvinnor;557;502;440;398
Ludvika;Båda könen;1190;1064;925;818
Gävleborgs län;Män;4668;4187;3900;3626
Gävleborgs län;Kvinnor;4227;4030;3819;3635
Gävleborgs län;Båda könen;8895;8217;7719;7261
Ockelbo;Män;102;81;89;70
Ockelbo;Kvinnor;83;86;90;85
Ockelbo;Båda könen;185;167;179;155
Hofors;Män;140;152;136;102
Hofors;Kvinnor;117;130;109;99
Hofors;Båda könen;257;282;245;201
Ovanåker;Män;228;178;143;126
Ovanåker;Kvinnor;147;132;123;127
Ovanåker;Båda könen;375;310;266;253
Nordanstig;Män;108;94;85;70
Nordanstig;Kvinnor;131;112;86;67
Nordanstig;Båda könen;239;206;171;137
Ljusdal;Män;220;146;103;116
Ljusdal;Kvinnor;196;141;100;107
Ljusdal;Båda könen;416;287;203;223
Gävle;Män;1867;1633;1559;1473
Gävle;Kvinnor;1742;1537;1529;1480
Gävle;Båda könen;3609;3170;3088;2953
Sandviken;Män;472;508;477;418
Sandviken;Kvinnor;463;607;544;458
Sandviken;Båda könen;935;1115;1021;876
Söderhamn;Män;600;596;576;529
Söderhamn;Kvinnor;528;575;555;537
Söderhamn;Båda könen;1128;1171;1131;1066
Bollnäs;Män;386;345;339;365
Bollnäs;Kvinnor;340;318;339;338
Bollnäs;Båda könen;726;663;678;703
Hudiksvall;Män;590;494;433;399
Hudiksvall;Kvinnor;534;446;383;380
Hudiksvall;Båda könen;1124;940;816;779
Västernorrlands län;Män;2944;2658;2431;2327
Västernorrlands län;Kvinnor;2561;2408;2166;2131
Västernorrlands län;Båda könen;5505;5066;4597;4458
Ånge;Män;113;100;88;83
Ånge;Kvinnor;84;74;72;68
Ånge;Båda könen;197;174;160;151
Timrå;Män;197;191;191;185
Timrå;Kvinnor;208;175;187;180
Timrå;Båda könen;405;366;378;365
Härnösand;Män;324;291;273;­­
Härnösand;Kvinnor;251;268;248;­­
Härnösand;Båda könen;575;559;521;­­
Sundsvall;Män;1170;1088;1049;991
Sundsvall;Kvinnor;1010;992;892;910
Sundsvall;Båda könen;2180;2080;1941;1901
Kramfors;Män;314;273;248;215
Kramfors;Kvinnor;255;231;210;190
Kramfors;Båda könen;569;504;458;405
Sollefteå;Män;213;231;195;197
Sollefteå;Kvinnor;192;190;163;171
Sollefteå;Båda könen;405;421;358;368
Örnsköldsvik;Män;639;508;417;402
Örnsköldsvik;Kvinnor;584;499;413;380
Örnsköldsvik;Båda könen;1223;1007;830;782
Jämtlands län;Män;1492;1270;1148;1117
Jämtlands län;Kvinnor;1203;1077;1006;1051
Jämtlands län;Båda könen;2695;2347;2154;2168
Ragunda;Män;68;52;53;50
Ragunda;Kvinnor;61;55;41;39
Ragunda;Båda könen;129;107;94;89
Bräcke;Män;107;103;88;88
Bräcke;Kvinnor;77;66;66;68
Bräcke;Båda könen;184;169;154;156
Krokom;Män;116;95;97;88
Krokom;Kvinnor;93;82;76;81
Krokom;Båda könen;209;177;173;169
Strömsund;Män;215;177;165;144
Strömsund;Kvinnor;182;156;145;136
Strömsund;Båda könen;397;333;310;280
Åre;Män;106;80;62;70
Åre;Kvinnor;83;68;57;67
Åre;Båda könen;189;148;119;137
Berg;Män;71;66;51;63
Berg;Kvinnor;71;54;60;62
Berg;Båda könen;142;120;111;125
Härjedalen;Män;90;67;53;55
Härjedalen;Kvinnor;49;55;46;38
Härjedalen;Båda könen;139;122;99;93
Östersund;Män;736;649;592;580
Östersund;Kvinnor;598;551;532;572
Östersund;Båda könen;1334;1200;1124;1152
Västerbottens län;Män;2670;2313;2005;1830
Västerbottens län;Kvinnor;2208;1948;1666;1507
Västerbottens län;Båda könen;4878;4261;3671;3337
Nordmaling;Män;87;­­;56;44
Nordmaling;Kvinnor;82;­­;47;39
Nordmaling;Båda könen;169;­­;103;83
Bjurholm;Män;21;24;20;17
Bjurholm;Kvinnor;32;32;27;20
Bjurholm;Båda könen;53;56;47;37
Vindeln;Män;73;40;29;31
Vindeln;Kvinnor;43;30;26;23
Vindeln;Båda könen;116;70;55;54
Robertsfors;Män;39;37;37;35
Robertsfors;Kvinnor;34;36;38;37
Robertsfors;Båda könen;73;73;75;72
Norsjö;Män;44;26;20;12
Norsjö;Kvinnor;31;21;17;14
Norsjö;Båda könen;75;47;37;26
Malå;Män;45;42;42;31
Malå;Kvinnor;35;38;37;33
Malå;Båda könen;80;80;79;64
Storuman;Män;58;56;47;30
Storuman;Kvinnor;61;43;38;30
Storuman;Båda könen;119;99;85;60
Sorsele;Män;47;36;23;21
Sorsele;Kvinnor;20;18;23;17
Sorsele;Båda könen;67;54;46;38
Dorotea;Män;47;43;40;42
Dorotea;Kvinnor;25;37;36;32
Dorotea;Båda könen;72;80;76;74
Vännäs;Män;99;75;50;49
Vännäs;Kvinnor;78;72;56;45
Vännäs;Båda könen;177;147;106;94
Vilhelmina;Män;70;64;48;42
Vilhelmina;Kvinnor;62;64;45;35
Vilhelmina;Båda könen;132;128;93;77
Åsele;Män;33;30;33;20
Åsele;Kvinnor;25;20;11;13
Åsele;Båda könen;58;50;44;33
Umeå;Män;1073;951;852;819
Umeå;Kvinnor;921;805;741;710
Umeå;Båda könen;1994;1756;1593;1529
Lycksele;Män;193;177;176;154
Lycksele;Kvinnor;183;167;141;116
Lycksele;Båda könen;376;344;317;270
Skellefteå;Män;767;645;549;499
Skellefteå;Kvinnor;592;498;403;355
Skellefteå;Båda könen;1359;1143;952;854
Norrbottens län;Män;2320;2023;1832;1730
Norrbottens län;Kvinnor;1780;1613;1432;1349
Norrbottens län;Båda könen;4100;3636;3264;3079
Arvidsjaur;Män;58;55;40;35
Arvidsjaur;Kvinnor;54;44;40;39
Arvidsjaur;Båda könen;112;99;80;74
Arjeplog;Män;14;11;X;X
Arjeplog;Kvinnor;13;6;X;X
Arjeplog;Båda könen;27;17;12;10
Jokkmokk;Män;37;26;26;23
Jokkmokk;Kvinnor;28;22;20;26
Jokkmokk;Båda könen;65;48;46;49
Överkalix;Män;45;40;36;37
Överkalix;Kvinnor;28;22;27;31
Överkalix;Båda könen;73;62;63;68
Kalix;Män;205;­­;150;­­
Kalix;Kvinnor;130;­­;101;­­
Kalix;Båda könen;335;­­;251;­­
Övertorneå;Män;42;33;37;33
Övertorneå;Kvinnor;25;20;26;35
Övertorneå;Båda könen;67;53;63;68
Pajala;Män;32;29;X;X
Pajala;Kvinnor;32;27;X;X
Pajala;Båda könen;64;56;28;13
Gällivare;Män;102;99;­­;­­
Gällivare;Kvinnor;56;66;­­;­­
Gällivare;Båda könen;158;165;­­;­­
Älvsbyn;Män;99;62;61;65
Älvsbyn;Kvinnor;65;53;46;50
Älvsbyn;Båda könen;164;115;107;115
Luleå;Män;754;649;599;564
Luleå;Kvinnor;606;565;513;480
Luleå;Båda könen;1360;1214;1112;1044
Piteå;Män;323;281;250;217
Piteå;Kvinnor;288;225;184;168
Piteå;Båda könen;611;506;434;385
Boden;Män;327;310;282;­­
Boden;Kvinnor;244;232;202;­­
Boden;Båda könen;571;542;484;­­
Haparanda;Män;129;112;120;107
Haparanda;Kvinnor;106;104;108;76
Haparanda;Båda könen;235;216;228;183
Kiruna;Män;192;145;131;134
Kiruna;Kvinnor;127;121;100;78
Kiruna;Båda könen;319;266;231;212
Socialstyrelsens statistikdatabas 2026-02-28
